Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-02-04,Perdu,rental_investment,,,83,Dossier non finançable,,,
2019-03-06,Perdu,primary_residence,new,,81,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-12,Perdu,primary_residence,,,157,Perdu contre autre banque,2019-03-05,,
2019-01-14,Perdu,primary_residence,old,,250,Perdu contre autre banque,2019-09-24,,
2019-01-29,Perdu,primary_residence,old,,168,A répondu mais ne répond plus (+5 appels),,,
2019-03-02,Perdu,primary_residence,old,,120,Projet arrêté,2019-03-13,,
2019-03-01,Perdu,rental_investment,land_construction,,159,N'a jamais répondu (+5 appels),2019-03-13,,
2019-02-07,Perdu,primary_residence,old,,89,Perdu contre autre banque,2019-04-11,,
2019-01-17,Perdu,rental_investment,old,,175,Faux email & numéro,,,
2019-01-29,Perdu,primary_residence,,,127,Projet arrêté,,,
2019-03-18,Gagné,primary_residence,old,,140,,,1,
2019-03-12,Gagné,primary_residence,old,,216,,,1,
2019-01-05,Perdu,rental_investment,,,155,Faux email & numéro,,,
2019-02-25,Gagné,rental_investment,VEFA,,89,,,1,
2019-01-02,Gagné,primary_residence,old,,188,,,1,
2019-02-07,Gagné,primary_residence,old,,145,,,1,
2019-01-16,Perdu,primary_residence,,,131,N'a jamais répondu (+5 appels),,,
2019-02-11,Perdu,primary_residence,,,91,Dossier non finançable,,,
2019-02-05,Perdu,primary_residence,,,131,Projet arrêté,,,
2019-03-27,Perdu,primary_residence,old,,175,Perdu contre autre banque,2019-06-25,,
2019-02-21,Perdu,primary_residence,,,237,Projet arrêté,2019-03-20,,
2019-02-05,Perdu,primary_residence,,,235,Test,2019-03-22,,
2019-01-08,Perdu,rental_investment,old,,183,A répondu mais ne répond plus (+5 appels),2019-05-10,,
2019-02-08,Perdu,rental_investment,old,,143,Projet en recherche / Projet lointain,2019-05-02,,
2019-01-12,Perdu,primary_residence,,,111,Perdu contre autre courtier,,,
2019-02-05,Perdu,primary_residence,,,107,N'a jamais répondu (+5 appels),,,
2019-02-04,Perdu,rental_investment,,,82,A répondu mais ne répond plus (+5 appels),2019-06-03,,
2019-03-05,Gagné,primary_residence,old,,68,,,1,
2019-01-10,Gagné,rental_investment,old,,148,,,1,
2019-03-28,Perdu,primary_residence,old,,119,A répondu mais ne répond plus (+5 appels),2019-04-24,,
2019-02-16,Perdu,primary_residence,,,246,Dossier non finançable,,,
2019-02-18,Perdu,primary_residence,,,102,Perdu contre autre courtier,2019-06-20,,
2019-03-21,Perdu,primary_residence,old,,187,Faux email & numéro,2019-03-25,,
2019-01-29,Perdu,rental_investment,,,168,Dossier non finançable,,,
2019-01-08,Perdu,rental_investment,,,100,Projet en recherche / Projet lointain,,,
2019-02-06,Perdu,primary_residence,old,,247,Perdu contre autre banque,2019-05-27,,
2019-03-13,Perdu,primary_residence,old,,216,A répondu mais ne répond plus (+5 appels),2019-09-24,,
2019-01-26,Gagné,primary_residence,old,,146,,,1,
2019-02-07,Perdu,primary_residence,,,81,A répondu mais ne répond plus (+5 appels),,,
2019-01-22,Perdu,primary_residence,old,,76,Perdu contre autre courtier,2019-04-09,,
2019-03-12,Perdu,primary_residence,old,,111,Projet arrêté,2019-09-19,,
2019-01-21,Perdu,primary_residence,,,119,Dossier non finançable,,,
2019-01-02,Perdu,primary_residence,,,58,Perdu contre autre banque,,,
2019-01-04,Perdu,rental_investment,,,150,Client extrêmement difficile,,,
2019-01-11,Perdu,primary_residence,,,63,Test,,,
2019-02-18,Perdu,rental_investment,,,191,Dossier non finançable,,,
2019-03-05,Perdu,primary_residence,VEFA,,151,Perdu contre autre courtier,2019-04-01,,
2019-03-20,Gagné,primary_residence,old,,63,,,1,
2019-02-05,Gagné,primary_residence,old,,86,,,1,
2019-02-26,Gagné,primary_residence,old,,186,,,1,
2019-01-01,Gagné,primary_residence,new,,236,,,1,
2019-02-08,Gagné,primary_residence,VEFA,,153,,,1,
2019-02-23,Perdu,primary_residence,,,57,A répondu mais ne répond plus (+5 appels),,,
2019-03-05,Gagné,primary_residence,old,,200,,,1,
2019-02-14,Gagné,primary_residence,old,,104,,,1,
2019-01-10,Perdu,rental_investment,,,102,Projet en recherche / Projet lointain,,,
2019-01-30,Perdu,primary_residence,,,186,N'a jamais répondu (+5 appels),,,
2019-03-11,Perdu,primary_residence,old,,164,Faux email & numéro,2019-03-20,,
2019-03-02,Perdu,primary_residence,VEFA,,245,Perdu contre autre banque,2019-04-16,,
2019-03-21,Perdu,primary_residence,old,,69,A répondu mais ne répond plus (+5 appels),2019-08-08,,
2019-02-07,Gagné,primary_residence,old,,77,,,1,
2019-01-15,Perdu,rental_investment,,,234,Dossier non finançable,,,
2019-02-15,Gagné,primary_residence,new,,112,,,1,
2019-03-09,Perdu,primary_residence,VEFA,,199,N'a jamais répondu (+5 appels),2019-08-13,,
2019-03-18,Gagné,primary_residence,old,,118,,2019-06-21,1,
2019-03-21,Perdu,primary_residence,old,,90,Faux email & numéro,2019-04-02,,
2019-01-18,Perdu,primary_residence,,,50,N'a jamais répondu (+5 appels),2019-03-18,,
2019-01-17,Perdu,primary_residence,,,110,Perdu contre autre banque,2019-05-14,,
2019-02-25,Perdu,rental_investment,old,,208,Perdu contre autre courtier,,,
2019-02-21,Perdu,primary_residence,,,64,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-08,Perdu,primary_residence,,,198,Perdu contre autre courtier,,,
2019-02-08,Perdu,primary_residence,,,147,A répondu mais ne répond plus (+5 appels),2019-06-17,,
2019-03-24,Perdu,primary_residence,old,,74,Projet en recherche / Projet lointain,2019-04-02,,
2019-02-05,Perdu,rental_investment,,,220,Perdu contre autre banque,,,
2019-01-28,Perdu,primary_residence,,,236,A répondu mais ne répond plus (+5 appels),2019-05-06,,
2019-03-17,Perdu,primary_residence,new,,67,Projet arrêté,2019-09-18,,
2019-03-04,Gagné,rental_investment,old,,235,,2019-03-15,1,
2019-01-29,Perdu,primary_residence,,,121,A répondu mais ne répond plus (+5 appels),2019-05-06,,
2019-03-14,Perdu,primary_residence,old,,76,Perdu contre autre banque,2019-09-13,,
2019-02-21,Perdu,primary_residence,VEFA,,207,A répondu mais ne répond plus (+5 appels),2019-04-10,,
2019-01-23,Gagné,primary_residence,old,,247,,,1,
2019-01-27,Perdu,primary_residence,,,231,Dossier non finançable,2019-07-16,,
2019-02-11,Perdu,primary_residence,,,209,Dossier non finançable,,,
2019-02-05,Perdu,rental_investment,,,219,Perdu contre autre banque,,,
2019-01-08,Perdu,primary_residence,,,55,Projet arrêté,,,
2019-01-09,Perdu,primary_residence,,,184,Dossier non finançable,,,
2019-01-28,Perdu,primary_residence,,,86,Test,,,
2019-01-20,Gagné,primary_residence,old,,199,,,1,
2019-02-05,Perdu,primary_residence,VEFA,,64,Perdu contre autre courtier,2019-05-09,,
2019-02-20,Perdu,rental_investment,old,,190,N'a jamais répondu (+5 appels),2019-06-04,,
2019-03-05,Perdu,primary_residence,old,,227,Perdu contre autre courtier,2019-09-10,,
2019-03-18,Perdu,primary_residence,old,,232,Doublon,2019-03-20,,
2019-02-09,Perdu,primary_residence,VEFA,,161,Perdu contre autre banque,2019-04-23,,
2019-03-21,Perdu,primary_residence,new,,111,Projet en recherche / Projet lointain,2019-07-16,,
2019-02-04,Perdu,primary_residence,,,51,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-02-06,Perdu,primary_residence,,,71,Projet en recherche / Projet lointain,,,
2019-01-07,Gagné,primary_residence,VEFA,,240,,,1,
2019-02-17,Perdu,primary_residence,,,69,Perdu contre autre banque,2019-07-18,,
2019-01-29,Perdu,primary_residence,,,207,Projet en recherche / Projet lointain,,,
2019-02-02,Perdu,primary_residence,,,56,Perdu contre autre banque,,,
2019-03-21,Gagné,primary_residence,old,,226,,,1,
2019-03-08,Perdu,primary_residence,old,,128,Projet arrêté,2019-05-13,,
2019-02-18,Perdu,primary_residence,VEFA,,142,Perdu contre autre banque,2019-04-16,,
2019-02-05,Perdu,primary_residence,,,209,Ne souhaite pas faire ce dossier,,,
2019-01-25,Perdu,primary_residence,,,159,Faux email & numéro,2019-03-11,,
2019-02-21,Perdu,primary_residence,,,87,Test,,,
2019-03-19,Perdu,primary_residence,old,,118,,2019-03-21,,
2019-02-11,Perdu,primary_residence,,,190,Projet arrêté,,,
2019-02-07,Perdu,primary_residence,,,50,N'a jamais répondu (+5 appels),,,
2019-01-23,Perdu,,,,229,N'a jamais répondu (+5 appels),,,
2019-02-28,Perdu,rental_investment,old,,65,Dossier non finançable,,,
2019-03-11,Perdu,rental_investment,VEFA,,228,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-04,Gagné,primary_residence,old,,214,,,1,
2019-01-23,Perdu,primary_residence,,,145,A répondu mais ne répond plus (+5 appels),,,
2019-02-05,Perdu,primary_residence,,,221,A répondu mais ne répond plus (+5 appels),2019-06-19,,
2019-01-14,Perdu,primary_residence,,,198,Projet arrêté,,,
2019-02-03,Perdu,primary_residence,,,196,Projet en recherche / Projet lointain,,,
2019-02-20,Perdu,primary_residence,,,137,Projet arrêté,,,
2019-03-20,Perdu,primary_residence,old,,167,Perdu contre autre banque,2019-04-09,,
2019-03-20,Perdu,primary_residence,old,,244,Test,2019-09-03,,
2019-01-02,Perdu,primary_residence,,,116,Perdu contre autre courtier,,,
2019-01-03,Perdu,rental_investment,,,119,N'a jamais répondu (+5 appels),,,
2019-02-14,Perdu,rental_investment,,,241,Perdu contre autre banque,,,
2019-01-16,Perdu,primary_residence,,,180,Projet en recherche / Projet lointain,,,
2019-01-16,Perdu,primary_residence,,,249,A répondu mais ne répond plus (+5 appels),2019-05-20,,
2019-03-07,Perdu,primary_residence,old,,86,N'a jamais répondu (+5 appels),2019-03-20,,
2019-01-16,Perdu,rental_investment,,,76,N'a jamais répondu (+5 appels),,,
2019-01-08,Perdu,primary_residence,,,235,N'a jamais répondu (+5 appels),,,
2019-02-16,Gagné,primary_residence,old,,83,,,1,
2019-03-11,Perdu,primary_residence,old,,213,Projet en recherche / Projet lointain,2019-04-23,,
2019-01-22,Perdu,rental_investment,,,242,Projet en recherche / Projet lointain,,,
2019-02-20,Perdu,primary_residence,,,161,A répondu mais ne répond plus (+5 appels),2019-03-30,,
2019-02-19,Perdu,rental_investment,,,161,A répondu mais ne répond plus (+5 appels),2019-06-24,,
2019-03-14,Perdu,primary_residence,old,,144,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-17,Perdu,primary_residence,,,161,Dossier non finançable,,,
2019-01-14,Perdu,rental_investment,,,201,Projet en recherche / Projet lointain,2019-04-30,,
2019-03-08,Perdu,primary_residence,old,,241,Projet en recherche / Projet lointain,2019-09-19,,
2019-03-05,Perdu,primary_residence,VEFA,,196,Perdu contre autre courtier,2019-03-06,,
2019-01-30,Gagné,primary_residence,old,,208,,,1,
2019-01-22,Perdu,primary_residence,,,201,A répondu mais ne répond plus (+5 appels),2019-06-27,,
2019-02-19,Perdu,primary_residence,new,,111,N'a jamais répondu (+5 appels),2019-05-14,,
2019-01-04,Perdu,primary_residence,,,50,Projet arrêté,,,
2019-02-01,Perdu,rental_investment,,,136,Perdu contre autre banque,,,
2019-02-05,Perdu,primary_residence,,,245,Projet en recherche / Projet lointain,,,
2019-03-25,Perdu,rental_investment,old,,226,Perdu contre autre banque,2019-05-29,,
2019-02-23,Perdu,rental_investment,,,249,Projet arrêté,2019-03-06,,
2019-01-13,Perdu,primary_residence,,,166,Perdu contre autre banque,,,
2019-02-02,Perdu,secondary_residence,,,90,Projet en recherche / Projet lointain,,,
2019-03-11,Perdu,primary_residence,old,,217,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-25,Perdu,primary_residence,,,204,Dossier non finançable,,,
2019-01-15,Perdu,primary_residence,,,193,Dossier non finançable,,,
2019-01-02,Perdu,primary_residence,,,163,Perdu contre autre banque,,,
2019-02-03,Perdu,primary_residence,,,243,Projet en recherche / Projet lointain,2019-04-18,,
2019-02-14,Perdu,rental_investment,,,153,Client extrêmement difficile,,,
2019-01-28,Perdu,primary_residence,,,186,Perdu contre autre banque,,,
2019-02-11,Perdu,primary_residence,,,144,Projet en recherche / Projet lointain,2019-09-26,,
2019-02-26,Perdu,primary_residence,old,,52,,,,
2019-03-02,Perdu,primary_residence,VEFA,,248,A répondu mais ne répond plus (+5 appels),2019-04-09,,
2019-01-04,Perdu,primary_residence,,,89,N'a jamais répondu (+5 appels),,,
2019-02-15,Perdu,primary_residence,,,183,Ne souhaite pas faire ce dossier,,,
2019-02-27,Perdu,primary_residence,new,,51,,,,
2019-02-06,Perdu,rental_investment,VEFA,,216,Dossier non finançable,2019-10-04,,
2019-02-18,Perdu,primary_residence,,,172,Perdu contre autre banque,2019-03-19,,
2019-01-02,Perdu,primary_residence,,,54,N'a jamais répondu (+5 appels),,,
2019-02-24,Perdu,primary_residence,old,,197,N'a jamais répondu (+5 appels),2019-03-08,,
2019-02-19,Perdu,rental_investment,,,205,Dossier non finançable,,,
2019-03-15,Perdu,primary_residence,old,,67,Perdu contre autre courtier,2019-04-04,,
2019-02-19,Perdu,primary_residence,,,123,A répondu mais ne répond plus (+5 appels),,,
2019-02-20,Perdu,primary_residence,,,246,Projet arrêté,,,
2019-03-04,Perdu,rental_investment,old,,195,Dossier non finançable,2019-03-07,,
2019-03-06,Perdu,primary_residence,old,,90,A répondu mais ne répond plus (+5 appels),2019-06-25,,
2019-03-19,Perdu,primary_residence,old,,200,Perdu contre autre courtier,2019-03-19,,
2019-02-05,Perdu,primary_residence,,,79,N'a jamais répondu (+5 appels),,,
2019-02-01,Perdu,primary_residence,,,109,Perdu contre autre banque,,,
2019-03-17,Perdu,rental_investment,VEFA,,134,N'a jamais répondu (+5 appels),2019-03-28,,
2019-02-18,Perdu,primary_residence,,,128,Dossier non finançable,,,
2019-03-12,Perdu,primary_residence,old,,188,,2019-03-14,,
2019-02-06,Gagné,primary_residence,old,,101,,,1,
2019-02-12,Perdu,primary_residence,,,58,Faux email & numéro,,,
2019-01-27,Perdu,primary_residence,,,90,Projet en recherche / Projet lointain,,,
2019-01-06,Perdu,primary_residence,,,231,N'a jamais répondu (+5 appels),,,
2019-03-25,Perdu,primary_residence,old,,175,Test,2019-03-29,,
2019-01-15,Perdu,primary_residence,,,90,Projet en recherche / Projet lointain,,,
2019-03-08,Perdu,primary_residence,old,,147,Perdu contre autre banque,2019-03-30,,
2019-01-30,Perdu,primary_residence,,,69,N'a jamais répondu (+5 appels),2019-05-10,,
2019-03-01,Perdu,primary_residence,old,,246,Perdu contre autre banque,2019-04-15,,
2019-02-17,Perdu,primary_residence,old,,205,Projet arrêté,2019-07-03,,
2019-02-11,Perdu,primary_residence,,,245,Perdu contre autre courtier,,,
2019-01-23,Perdu,primary_residence,,,112,Projet arrêté,,,
2019-03-19,Perdu,primary_residence,new,,163,Test,2019-03-22,,
2019-03-09,Perdu,primary_residence,old,,119,N'a jamais répondu (+5 appels),2019-03-29,,
2019-03-06,Perdu,rental_investment,old,,198,N'a jamais répondu (+5 appels),2019-04-03,,
2019-01-11,Perdu,primary_residence,,,169,Dossier non finançable,,,
2019-03-05,Perdu,primary_residence,old,,116,Projet en recherche / Projet lointain,2019-09-02,,
2019-02-05,Perdu,primary_residence,,,67,Perdu contre autre courtier,2019-03-27,,
2019-02-07,Gagné,primary_residence,old,,62,,,1,
2019-02-25,Perdu,primary_residence,old,,143,Perdu contre autre banque,2019-03-25,,
2019-03-12,Perdu,primary_residence,old,,77,Projet en recherche / Projet lointain,2019-09-25,,
2019-01-06,Perdu,primary_residence,old,,234,Perdu contre autre banque,2019-07-01,,
2019-03-18,Perdu,primary_residence,old,,105,Dossier non finançable,2019-09-26,,
2019-02-21,Perdu,primary_residence,,,58,Projet arrêté,2019-03-26,,
2019-03-27,Perdu,rental_investment,old,,129,Ne souhaite pas faire ce dossier,2019-06-13,,
2019-02-15,Perdu,primary_residence,,,117,Projet en recherche / Projet lointain,,,
2019-02-19,Perdu,primary_residence,,,107,Ne souhaite pas faire ce dossier,,,
2019-03-10,Perdu,primary_residence,old,,181,N'a jamais répondu (+5 appels),2019-03-20,,
2019-01-30,Perdu,primary_residence,,,159,Projet arrêté,2019-10-04,,
2019-01-18,Perdu,primary_residence,,,94,N'a jamais répondu (+5 appels),,,
2019-03-12,Perdu,rental_investment,new,,239,Ne souhaite pas faire ce dossier,2019-05-20,,
2019-03-14,Perdu,primary_residence,old,,144,Projet en recherche / Projet lointain,2019-03-21,,
2019-03-09,Perdu,primary_residence,old,,169,Perdu contre autre banque,2019-03-14,,
2019-03-13,Perdu,primary_residence,old,,70,Projet en recherche / Projet lointain,2019-08-30,,
2019-02-06,Perdu,primary_residence,,,55,Perdu contre autre banque,,,
2019-01-14,Perdu,primary_residence,,,186,Perdu contre autre courtier,,,
2019-02-09,Perdu,primary_residence,old,,200,A répondu mais ne répond plus (+5 appels),2019-05-29,,
2019-02-18,Perdu,primary_residence,old,,192,Perdu contre autre courtier,2019-07-02,,
2019-01-17,Perdu,primary_residence,,,248,Projet en recherche / Projet lointain,2019-07-16,,
2019-01-19,Perdu,primary_residence,,,185,N'a jamais répondu (+5 appels),,,
2019-03-02,Perdu,primary_residence,old,,249,Perdu contre autre banque,2019-03-08,,
2019-02-06,Perdu,primary_residence,old,,88,Projet en recherche / Projet lointain,2019-09-26,,
2019-01-31,Perdu,rental_investment,,,217,Projet arrêté,,,
2019-02-25,Perdu,primary_residence,old,,220,N'a jamais répondu (+5 appels),2019-03-13,,
2019-03-26,Gagné,primary_residence,old,,247,,,1,
2019-03-23,Perdu,primary_residence,old,,208,Projet arrêté,2019-10-03,,
2019-02-25,Gagné,primary_residence,old,,217,,,1,
2019-02-07,Gagné,primary_residence,old,,84,,,1,
2019-03-25,Perdu,primary_residence,old,,94,Perdu contre autre courtier,2019-06-25,,
2019-03-11,Perdu,secondary_residence,old,,227,Doublon,2019-08-01,,
2019-02-06,Perdu,primary_residence,,,200,Perdu contre autre banque,,,
2019-01-30,Gagné,primary_residence,old,,212,,,1,
2019-02-26,Perdu,primary_residence,old,,233,Perdu contre autre courtier,2019-04-05,,
2019-03-22,Perdu,rental_investment,VEFA,,245,Perdu contre autre banque,2019-07-22,,
2019-03-18,Perdu,primary_residence,old,,136,Projet en recherche / Projet lointain,2019-09-03,,
2019-01-23,Perdu,primary_residence,,,93,Perdu contre autre banque,2019-04-03,,
2019-01-24,Perdu,primary_residence,,,101,Dossier non finançable,,,
2019-03-10,Perdu,primary_residence,old,,131,Projet arrêté,2019-06-03,,
2019-03-02,Perdu,primary_residence,old,,121,Perdu contre autre banque,2019-03-07,,
2019-01-16,Perdu,primary_residence,,,140,Perdu contre autre banque,2019-03-08,,
2019-03-25,Perdu,primary_residence,new,,82,Perdu contre autre courtier,2019-04-05,,
